"Fiscal Year","Fiscal Period","Activity Date","Chart","Document Code","Document Reference","Vendor Name","Encumbrance Number","Transaction Description","Transaction Date","Transaction Type","Grant Code","Fund Type","Fund Type Title","Fund Level 3","Fund Title 3","Fund Level 4","Fund Title 4","Fund Level 5","Fund Title 5","Fund Predecessor","Fund Predecessor Title","Fund","Fund Title","Level 3 Org","Level 3 Org Title","Index Code","Index Title","Organization","Organization Title","PE","PE Title","Account","Account Title","Program","Program Title","Activity","Activity Code Title","Location Code","Location Title","Dr Cr","Original Budget","Adjusted Budget","YTD","Encumbrance","Vendor Invoice","PI ID","PI Name","Index Code Filtered","Index Title Filtered","Check Number","Document Sequence","Document Text"
"=""23""","=""01""","8/2/2022 11:06:57 AM","=""V""",BDRVMN11,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226157""","DHHS NIH CMCI FY23 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226157""","DHHS NIH CMCI FY23 VanLeuven","=""3979""","Research Centers and Institutes",772881,"DHHS NIH CMCI FY23 VanLeuven","=""772""",IMCI,"=""60""",Overhead,"=""60""",Overhead,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,9470,0,0,,V00009752,"Wichman, Holly",772881,"DHHS NIH CMCI FY23 VanLeuven",,726,"="""""
"=""23""","=""01""","8/4/2022 9:40:18 AM","=""V""",BDRV0028,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""224781""","DHHS NIH CMCI 2020 Miller Startup","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""224781""","DHHS NIH CMCI 2020 Miller Startup","=""3979""","Research Centers and Institutes",772915,"DHHS NIH CMCI 2020 Miller Startup","=""772""",IMCI,"=""60""",Overhead,"=""60""",Overhead,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,2797.73,0,0,,V00009752,"Wichman, Holly",772915,"DHHS NIH CMCI 2020 Miller Startup",,376,"="""""
"=""23""","=""01""","8/4/2022 9:40:03 AM","=""V""",BDRV0028,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""224783""","DHHS NIH CMCI 2020 Patel Pilot","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""224783""","DHHS NIH CMCI 2020 Patel Pilot","=""3979""","Research Centers and Institutes",772913,"DHHS NIH CMCI 2020 Patel Pilot","=""772""",IMCI,"=""11""","Fringe Benefits","=""11""","Fringe Benefits",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,2362.76,0,0,,V00009752,"Wichman, Holly",772913,"DHHS NIH CMCI 2020 Patel Pilot",,163,"="""""
"=""23""","=""01""","8/4/2022 9:40:29 AM","=""V""",BDRV0028,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""224792""","DHHS NIH CMCI 2020 Admin Supp1","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""224792""","DHHS NIH CMCI 2020 Admin Supp1","=""3979""","Research Centers and Institutes",772911,"DHHS NIH CMCI 2020 Admin Supp1","=""772""",IMCI,"=""30""","Other Expense","=""30""","Other Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,3125.02,0,0,,V00009752,"Wichman, Holly",772911,"DHHS NIH CMCI 2020 Admin Supp1",,533,"="""""
"=""23""","=""01""","8/4/2022 9:40:18 AM","=""V""",BDRV0028,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""224793""","DHHS NIH CMCI 2020 Model Supp1","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""224793""","DHHS NIH CMCI 2020 Model Supp1","=""3979""","Research Centers and Institutes",772910,"DHHS NIH CMCI 2020 Modeling Supp1","=""772""",IMCI,"=""30""","Other Expense","=""30""","Other Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,2817.39,0,0,,V00009752,"Wichman, Holly",772910,"DHHS NIH CMCI 2020 Modeling Supp1",,387,"="""""
"=""23""","=""01""","8/4/2022 9:40:35 AM","=""V""",BDRV0028,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""3979""","Research Centers and Institutes",772902,"DHHS NIH CMCI 2021 Fu","=""772""",IMCI,"=""11""","Fringe Benefits","=""11""","Fringe Benefits",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,3360.49,0,0,,V00009752,"Wichman, Holly",772902,"DHHS NIH CMCI 2021 Fu",,635,"="""""
"=""23""","=""01""","8/4/2022 9:40:14 AM","=""V""",BDRV0028,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""3979""","Research Centers and Institutes",772902,"DHHS NIH CMCI 2021 Fu","=""772""",IMCI,"=""20""",Travel,"=""20""",Travel,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,2693.21,0,0,,V00009752,"Wichman, Holly",772902,"DHHS NIH CMCI 2021 Fu",,326,"="""""
"=""23""","=""01""","8/4/2022 9:40:41 AM","=""V""",BDRV0028,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""11""","Fringe Benefits","=""11""","Fringe Benefits",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,3571.53,0,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,728,"="""""
"=""23""","=""01""","8/4/2022 9:40:39 AM","=""V""",BDRV0028,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226142""","DHHS NIH CMCI 2023 Modeling Core","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226142""","DHHS NIH CMCI 2023 Modeling Core","=""3979""","Research Centers and Institutes",772879,"DHHS NIH CMCI 2023 Modeling Core","=""772""",IMCI,"=""20""",Travel,"=""20""",Travel,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,3500,0,0,,V00009752,"Wichman, Holly",772879,"DHHS NIH CMCI 2023 Modeling Core",,694,"="""""
"=""23""","=""01""","8/4/2022 9:40:28 AM","=""V""",BDRV0028,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226143""","DHHS NIH CMCI 2023 Xian Project","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226143""","DHHS NIH CMCI 2023 Xian Project","=""3979""","Research Centers and Institutes",772878,"DHHS NIH CMCI 2023 Xian Project","=""772""",IMCI,"=""70""",Trustee/Benefits,"=""70""",Trustee/Benefits,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,3104,0,0,,V00009752,"Wichman, Holly",772878,"DHHS NIH CMCI 2023 Xian Project",,524,"="""""
"=""23""","=""01""","8/4/2022 9:40:28 AM","=""V""",BDRV0028,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226144""","DHHS NIH CMCI 2023 Fu Project","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226144""","DHHS NIH CMCI 2023 Fu Project","=""3979""","Research Centers and Institutes",772877,"DHHS NIH CMCI 2023 Fu Project","=""772""",IMCI,"=""70""",Trustee/Benefits,"=""70""",Trustee/Benefits,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,3104,0,0,,V00009752,"Wichman, Holly",772877,"DHHS NIH CMCI 2023 Fu Project",,525,"="""""
"=""23""","=""01""","8/4/2022 9:40:35 AM","=""V""",BDRV0028,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226157""","DHHS NIH CMCI FY23 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226157""","DHHS NIH CMCI FY23 VanLeuven","=""3979""","Research Centers and Institutes",772881,"DHHS NIH CMCI FY23 VanLeuven","=""772""",IMCI,"=""11""","Fringe Benefits","=""11""","Fringe Benefits",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,3370,0,0,,V00009752,"Wichman, Holly",772881,"DHHS NIH CMCI FY23 VanLeuven",,638,"="""""
"=""23""","=""01""","8/4/2022 9:40:40 AM","=""V""",BDRV0028,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226157""","DHHS NIH CMCI FY23 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226157""","DHHS NIH CMCI FY23 VanLeuven","=""3979""","Research Centers and Institutes",772881,"DHHS NIH CMCI FY23 VanLeuven","=""772""",IMCI,"=""12""","Temporary Help","=""12""","Temporary Help",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,3510,0,0,,V00009752,"Wichman, Holly",772881,"DHHS NIH CMCI FY23 VanLeuven",,706,"="""""
"=""23""","=""01""","8/4/2022 9:40:18 AM","=""V""",BDRV0028,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226157""","DHHS NIH CMCI FY23 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226157""","DHHS NIH CMCI FY23 VanLeuven","=""3979""","Research Centers and Institutes",772881,"DHHS NIH CMCI FY23 VanLeuven","=""772""",IMCI,"=""30""","Other Expense","=""30""","Other Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,2813,0,0,,V00009752,"Wichman, Holly",772881,"DHHS NIH CMCI FY23 VanLeuven",,383,"="""""
"=""23""","=""01""","7/13/2022 9:42:40 PM","=""V""",Z1038836,27244676,,,"Lab Supplies - Beekeeping Supplies",7/13/2022,TVCL,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""30""","Other Expense","=""E5724""","Research Supplies",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,1699.18,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,87,"="""""
"=""23""","=""01""","7/13/2022 9:42:40 PM","=""V""",Z1038836,27244676,,,"Lab Supplies - Beekeeping Supplies",7/13/2022,GRRV,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""RV""",Revenue,"=""R3711""","Grants & Contracts - Federal",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,2506.29,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,87,"="""""
"=""23""","=""01""","7/13/2022 9:42:40 PM","=""V""",Z1038836,27244676,,,"Lab Supplies - Beekeeping Supplies",7/13/2022,GRIC,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""60""",Overhead,"=""E5982""","Facilities and Admin Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,807.11,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,87,"="""""
"=""23""","=""01""","8/2/2022 1:37:36 PM","=""V""",J1315236,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""20""",Travel,"=""20""",Travel,02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-1328.7,0,0,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,272,"="""""
"=""23""","=""01""","8/2/2022 1:37:07 PM","=""V""",J1315236,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""10""",Salaries,"=""10""",Salaries,02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-1050.71,0,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,20,"="""""
"=""23""","=""01""","8/2/2022 1:37:49 PM","=""V""",J1315236,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226143""","DHHS NIH CMCI 2023 Xian Project","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226143""","DHHS NIH CMCI 2023 Xian Project","=""3979""","Research Centers and Institutes",772878,"DHHS NIH CMCI 2023 Xian Project","=""772""",IMCI,"=""20""",Travel,"=""20""",Travel,02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-1500,0,0,,V00009752,"Wichman, Holly",772878,"DHHS NIH CMCI 2023 Xian Project",,400,"="""""
"=""23""","=""01""","7/18/2022 9:29:56 AM","=""V""",F0231400,,,PR230001,"Encumbrance Salaries         (Adj)",7/18/2022,HENA,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225241""","DHHS NIH CMCI 2020-Pilot Coats","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225241""","DHHS NIH CMCI 2020-Pilot Coats","=""3979""","Research Centers and Institutes",772907,"DHHS NIH CMCI 2020-Pilot Coats","=""772""",IMCI,"=""10""",Salaries,"=""E4106""","Staff  ",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,0,0,-173.1,,V00009752,"Wichman, Holly",772907,"DHHS NIH CMCI 2020-Pilot Coats",,288,"="""""
"=""23""","=""01""","7/18/2022 9:29:58 AM","=""V""",F0231400,,,PR230001,"Encumbrance Salaries         (Adj)",7/18/2022,HENA,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""10""",Salaries,"=""E4106""","Staff  ",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,0,0,-2187.6,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,319,"="""""
"=""23""","=""01""","7/18/2022 9:29:58 AM","=""V""",F0231400,,,PR230001,"Encumbrance Salaries         (Adj)",7/18/2022,HENA,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""10""",Salaries,"=""E4108""","Summer Salary",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,0,0,-17686.12,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,320,"="""""
"=""23""","=""01""","7/18/2022 9:29:58 AM","=""V""",F0231400,,,PR230001,"Encumbrance Salaries         (Adj)",7/18/2022,HENA,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""3979""","Research Centers and Institutes",772904,"DHHS NIH CMCI 2021 Modeling Core","=""772""",IMCI,"=""10""",Salaries,"=""E4106""","Staff  ",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,0,0,-3283.52,,V00009752,"Wichman, Holly",772904,"DHHS NIH CMCI 2021 Modeling Core",,321,"="""""
"=""23""","=""01""","7/18/2022 9:29:59 AM","=""V""",F0231400,,,PR230001,"Encumbrance Salaries         (Adj)",7/18/2022,HENA,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""3979""","Research Centers and Institutes",772904,"DHHS NIH CMCI 2021 Modeling Core","=""772""",IMCI,"=""10""",Salaries,"=""E4108""","Summer Salary",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,0,0,-18811.61,,V00009752,"Wichman, Holly",772904,"DHHS NIH CMCI 2021 Modeling Core",,322,"="""""
"=""23""","=""01""","7/18/2022 9:29:59 AM","=""V""",F0231400,,,PR230001,"Encumbrance Salaries         (Adj)",7/18/2022,HENA,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""3979""","Research Centers and Institutes",772904,"DHHS NIH CMCI 2021 Modeling Core","=""772""",IMCI,"=""10""",Salaries,"=""E4109""","IA/GA Salary",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,0,0,-1013.2,,V00009752,"Wichman, Holly",772904,"DHHS NIH CMCI 2021 Modeling Core",,323,"="""""
"=""23""","=""01""","7/18/2022 9:29:59 AM","=""V""",F0231400,,,PR230001,"Encumbrance Salaries         (Adj)",7/18/2022,HENA,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""3979""","Research Centers and Institutes",772903,"DHHS NIH CMCI 2021 Xian","=""772""",IMCI,"=""10""",Salaries,"=""E4108""","Summer Salary",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,0,0,-5027.2,,V00009752,"Wichman, Holly",772903,"DHHS NIH CMCI 2021 Xian",,324,"="""""
"=""23""","=""01""","7/18/2022 9:29:59 AM","=""V""",F0231400,,,PR230001,"Encumbrance Salaries         (Adj)",7/18/2022,HENA,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""3979""","Research Centers and Institutes",772903,"DHHS NIH CMCI 2021 Xian","=""772""",IMCI,"=""10""",Salaries,"=""E4109""","IA/GA Salary",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,0,0,-973.6,,V00009752,"Wichman, Holly",772903,"DHHS NIH CMCI 2021 Xian",,325,"="""""
"=""23""","=""01""","7/18/2022 9:29:59 AM","=""V""",F0231400,,,PR230001,"Encumbrance Salaries         (Adj)",7/18/2022,HENA,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""3979""","Research Centers and Institutes",772902,"DHHS NIH CMCI 2021 Fu","=""772""",IMCI,"=""10""",Salaries,"=""E4108""","Summer Salary",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,0,0,-4355.2,,V00009752,"Wichman, Holly",772902,"DHHS NIH CMCI 2021 Fu",,326,"="""""
"=""23""","=""01""","7/18/2022 9:29:59 AM","=""V""",F0231400,,,PR230001,"Encumbrance Salaries         (Adj)",7/18/2022,HENA,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""3979""","Research Centers and Institutes",772902,"DHHS NIH CMCI 2021 Fu","=""772""",IMCI,"=""10""",Salaries,"=""E4109""","IA/GA Salary",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,0,0,-1986.8,,V00009752,"Wichman, Holly",772902,"DHHS NIH CMCI 2021 Fu",,327,"="""""
"=""23""","=""01""","7/18/2022 9:29:59 AM","=""V""",F0231400,,,PR230001,"Encumbrance Salaries         (Adj)",7/18/2022,HENA,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""3979""","Research Centers and Institutes",772901,"DHHS NIH CMCI 2021 Remien","=""772""",IMCI,"=""10""",Salaries,"=""E4106""","Staff  ",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,0,0,-810.88,,V00009752,"Wichman, Holly",772901,"DHHS NIH CMCI 2021 Remien",,328,"="""""
"=""23""","=""01""","7/18/2022 9:29:59 AM","=""V""",F0231400,,,PR230001,"Encumbrance Salaries         (Adj)",7/18/2022,HENA,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""3979""","Research Centers and Institutes",772901,"DHHS NIH CMCI 2021 Remien","=""772""",IMCI,"=""10""",Salaries,"=""E4108""","Summer Salary",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,0,0,-4717.27,,V00009752,"Wichman, Holly",772901,"DHHS NIH CMCI 2021 Remien",,329,"="""""
"=""23""","=""01""","7/18/2022 9:30:04 AM","=""V""",F0231400,,,PR230001,"Encumbrance Salaries         (Adj)",7/18/2022,HENA,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""10""",Salaries,"=""E4106""","Staff  ",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,0,0,-468,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,382,"="""""
"=""23""","=""01""","7/18/2022 9:30:04 AM","=""V""",F0231400,,,PR230001,"Encumbrance Salaries         (Adj)",7/18/2022,HENA,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""10""",Salaries,"=""E4108""","Summer Salary",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,0,0,-1617.69,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,383,"="""""
"=""23""","=""01""","8/4/2022 9:44:31 AM","=""V""",BDRV0032,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""224781""","DHHS NIH CMCI 2020 Miller Startup","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""224781""","DHHS NIH CMCI 2020 Miller Startup","=""3979""","Research Centers and Institutes",772915,"DHHS NIH CMCI 2020 Miller Startup","=""772""",IMCI,"=""30""","Other Expense","=""30""","Other Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,19480.02,0,0,,V00009752,"Wichman, Holly",772915,"DHHS NIH CMCI 2020 Miller Startup",,244,"="""""
"=""23""","=""01""","8/4/2022 9:44:57 AM","=""V""",BDRV0032,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""224792""","DHHS NIH CMCI 2020 Admin Supp1","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""224792""","DHHS NIH CMCI 2020 Admin Supp1","=""3979""","Research Centers and Institutes",772911,"DHHS NIH CMCI 2020 Admin Supp1","=""772""",IMCI,"=""10""",Salaries,"=""10""",Salaries,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,27988.61,0,0,,V00009752,"Wichman, Holly",772911,"DHHS NIH CMCI 2020 Admin Supp1",,677,"="""""
"=""23""","=""01""","8/4/2022 9:44:30 AM","=""V""",BDRV0032,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""224792""","DHHS NIH CMCI 2020 Admin Supp1","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""224792""","DHHS NIH CMCI 2020 Admin Supp1","=""3979""","Research Centers and Institutes",772911,"DHHS NIH CMCI 2020 Admin Supp1","=""772""",IMCI,"=""60""",Overhead,"=""60""",Overhead,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,19372.33,0,0,,V00009752,"Wichman, Holly",772911,"DHHS NIH CMCI 2020 Admin Supp1",,227,"="""""
